sentence	sentence #	word	tag
sentence37		The	O
sentence37		landlord	O
sentence37		must	O
sentence37		give	O
sentence37		the	O
sentence37		tenant	O
sentence37		b	O
sentence37		gfs	O
sentence37		notice	O
sentence37		of	O
sentence37		intent	O
sentence37		to	O
sentence37		enter	O
sentence37		and	O
sentence37		may	O
sentence37		enter	O
sentence37		only	O
sentence37		during	O
sentence37		normal	O
sentence37		business	O
sentence37		hours	O
sentence37		excepting	O
sentence37		by	O
sentence37		necessity	O
sentence37		cases	O
sentence37		a	O
sentence37		and	O
sentence37		c	O
sentence37		above	O
sentence38	sentence38	Deposits	O
sentence39	sentence39	Last	O
sentence39		mop	O
sentence39		s	O
sentence39		rent	O
sentence39		Security	O
sentence39		deposit	O
sentence40	sentence40	This	O
sentence40		xe2	O
sentence40		x80	O
sentence40		x9cother	O
sentence40		xe2	O
sentence40		x80	O
sentence40		x9d	O
sentence40		deposit	O
sentence40		is	O
sentence40		refundablmvithin	O
sentence40		tdays	O
sentence40		after	O
sentence40		tenant	O
sentence41	sentence41	vacates	O
sentence41		the	O
sentence41		premises	O
sentence41		If	O
sentence41		any	O
sentence41		pomonyof	O
sentence41		it	O
sentence41		is	O
sentence41		deducted	O
sentence41		an	O
sentence41		accounting	O
sentence41		and	O
sentence41		verification	O
sentence41		of	O
sentence41		the	O
sentence41		reasonableness	O
sentence41		of	O
sentence41		the	O
sentence41		deduction	O
sentence41		will	O
sentence41		be	O
sentence41		provided	O
sentence42	sentence42	The	O
sentence42		security	O
sentence42		deposit	O
sentence42		may	O
sentence42		be	O
sentence42		used	O
sentence42		for	O
sentence42		the	O
sentence42		purpose	O
sentence42		of	O
sentence42		repairing	O
sentence42		damage	O
sentence42		for	O
sentence42		which	O
sentence42		the	O
sentence42		tenant	O
sentence42		is	O
sentence42		responsible	O
sentence42		beyond	O
sentence42		normal	O
sentence42		wear	O
sentence42		and	O
sentence42		tear	O
sentence42		cleaning	O
sentence42		or	O
sentence42		paying	O
sentence42		unpaid	O
sentence42		rent	O
sentence42		or	O
sentence42		utilities	O
sentence42		The	O
sentence42		landlord	O
sentence42		and	O
sentence42		the	O
sentence42		tenant	O
sentence42		shall	O
sentence42		conduct	O
sentence42		a	O
sentence42		pre	O
sentence42		move	O
sentence42		out	O
sentence42		inspection	O
sentence42		of	O
sentence42		the	O
sentence42		rental	O
sentence42		BEFORE	O
sentence42		the	O
sentence42		tenant	O
sentence42		moves	O
sentence42		out	O
sentence42		at	O
sentence42		which	O
sentence42		time	O
sentence42		the	O
sentence42		landlord	O
sentence42		shall	O
sentence42		inform	O
sentence42		die	O
sentence42		tenant	O
sentence42		of	O
sentence42		needed	O
sentence42		repairs	O
sentence42		and	O
sentence42		or	O
sentence42		cleaning	O
sentence42		in	O
sentence42		WRITING	O
sentence42		The	O
sentence42		tenant	O
sentence42		shall	O
sentence42		have	O
sentence42		the	O
sentence42		right	O
sentence42		to	O
sentence42		make	O
sentence42		any	O
sentence42		repairs	O
sentence42		identified	O
sentence42		at	O
sentence42		the	O
sentence42		pre	O
sentence42		move	O
sentence42		out	O
sentence42		inspection	O
sentence42		at	O
sentence42		his	O
sentence42		or	O
sentence42		her	O
sentence42		expense	O
sentence42		before	O
sentence42		the	O
sentence42		move	O
sentence42		out	O
sentence42		date	O
sentence42		without	O
sentence42		deduction	O
sentence42		from	O
sentence42		the	O
sentence42		security	O
sentence42		deposit	O
sentence42		Within	O
sentence42		three	O
sentence42		weeks	O
sentence42		after	O
sentence42		the	O
sentence42		tenant	O
sentence42		moves	O
sentence42		out	O
sentence42		die	O
sentence42		landlord	O
sentence42		shall	O
sentence42		return	O
sentence42		the	O
sentence42		deposit	O
sentence42		to	O
sentence42		the	O
sentence42		tenant	O
sentence42		widi	O
sentence42		accrued	O
sentence42		interest	O
sentence42		less	O
sentence42		any	O
sentence42		deductions	O
sentence42		if	O
sentence42		any	O
sentence42		the	O
sentence42		landlord	O
sentence42		is	O
sentence42		entided	O
sentence42		to	O
sentence42		under	O
sentence42		diis	O
sentence42		agreement	O
sentence42		If	O
sentence42		any	O
sentence42		deductions	O
sentence42		are	O
sentence42		made	O
sentence42		the	O
sentence42		landlord	O
sentence42		shall	O
sentence42		provide	O
sentence42		the	O
sentence42		tenant	O
sentence42		with	O
sentence42		a	O
sentence42		written	O
sentence42		itemized	O
sentence42		statement	O
sentence42		of	O
sentence42		expenses	O
sentence42		and	O
sentence42		receipts	O
sentence42		for	O
sentence42		cleaning	O
sentence42		or	O
sentence42		repairs	O
sentence42		for	O
sentence42		which	O
sentence42		deductions	O
sentence42		were	O
sentence42		made	O
sentence42		from	O
sentence42		the	O
sentence42		deposit	O
sentence43	sentence43	This	O
sentence43		residence	O
sentence43		being	O
sentence43		in	O
sentence43		the	O
sentence43		County	O
sentence43		of	O
sentence43		Santa	O
sentence43		Cruz	O
sentence43		with	O
sentence43		the	O
sentence43		exception	O
sentence43		of	O
sentence43		Scotts	O
sentence43		Valley	O
sentence43		simple	O
sentence43		interest	O
sentence43		will	O
sentence43		be	O
sentence43		paid	O
sentence43		annually	O
sentence43		on	O
sentence43		the	O
sentence43		security	O
sentence43		deposit	O
sentence43		and	O
sentence43		or	O
sentence43		last	O
sentence43		month	O
sentence43		s	O
sentence43		rent	O
sentence43		to	O
sentence43		the	O
sentence43		tenant	O
sentence43		pursuant	O
sentence43		to	O
sentence43		current	O
sentence43		local	O
sentence43		ordinance	O
sentence44	sentence44	Other	O
sentence44		Agreements	O
sentence45	sentence45	Landlord	O
sentence45		Inns	O
sentence45		tii	O
sentence45		e	O
sentence45		trirjhh	O
sentence45		tz	O
sentence45		ftRm	O
sentence45		nc	O
sentence45		p	O
sentence45		dht	O
sentence45		Cnnbr	O
sentence45		cJ	O
sentence46	sentence46	miuj	O
sentence46		Ume	O
sentence46		tif	O
sentence46		tdecant	O
sentence46		t	O
sentence46		liJs	O
sentence46		tk	O
sentence46		trm	O
sentence46		f	O
sentence46		on	O
sentence46		ntlruc	O
sentence46		ar	O
sentence47	sentence47	LloUlIc	O
sentence47		cwj	O
sentence47		to	O
sentence47		h	O
sentence47		e	O
sentence47		tn	O
sentence47		Lnve	O
sentence48	sentence48	Fill	O
sentence48		out	O
sentence48		a	O
sentence48		or	O
sentence48		b	O
sentence48		as	O
sentence48		it	O
sentence48		appliesoto	O
sentence48		youf	O
sentence48		situation	O
sentence49	sentence49	D	O
sentence49		A	O
sentence49		Principal	O
sentence49		Tenant	O
sentence49		D	O
sentence49		will	O
sentence49		H	O
sentence49		bias	O
sentence49		provided	O
sentence49		tenant	O
sentence49		a	O
sentence49		copy	O
sentence49		of	O
sentence49		the	O
sentence49		Condition	O
sentence49		of	O
sentence49		Rental	O
sentence49		Property	O
sentence49		Checklist	O
sentence49		completed	O
sentence49		when	O
sentence49		houXehold	O
sentence49		first	O
sentence49		moved	O
sentence49		in	O
sentence50	sentence50	Megan	O
sentence50		xe2	O
sentence50		x80	O
sentence50		x99s	O
sentence50		Law	O
sentence51	sentence51	xe2	O
sentence51		x80	O
sentence51		x9cPursuant	O
sentence51		To	O
sentence51		Section	O
sentence51		290	O
sentence51		46	O
sentence51		of	O
sentence51		Mie	O
sentence51		Penal	O
sentence51		Code	O
sentence51		in	O
sentence51		ormation	O
sentence51		about	O
sentence51		specified	O
sentence51		registered	O
sentence51		sex	O
sentence51		offenders	O
sentence51		is	O
sentence51		made	O
sentence51		available	O
sentence51		to	O
sentence51		the	O
sentence51		public	O
sentence51		via	O
sentence51		an	O
sentence51		Internet	O
sentence51		Web	O
sentence51		site	O
sentence51		tnmntained	O
sentence51		by	O
sentence51		the	O
sentence51		Department	O
sentence51		of	O
sentence51		Justice	O
sentence51		at	O
sentence51		www	O
sentence51		meganslaw	O
sentence51		ca	O
sentence51		gov	O
sentence51		Depending	O
sentence51		on	O
sentence51		an	O
sentence51		offender	O
sentence51		xe2	O
sentence51		x80	O
sentence51		x99	O
sentence51		criminal	O
sentence51		history	O
sentence51		this	O
sentence51		information	O
sentence51		will	O
sentence51		include	O
sentence51		either	O
sentence51		the	O
sentence51		address	O
sentence51		at	O
sentence51		which	O
sentence51		the	O
sentence51		offender	O
sentence51		resides	O
sentence51		or	O
sentence51		the	O
sentence51		community	O
sentence51		of	O
sentence51		residence	O
sentence51		and	O
sentence51		ZIP	O
sentence51		Code	O
sentence51		in	O
sentence51		which	O
sentence51		he	O
sentence51		or	O
sentence51		she	O
sentence51		resides	O
sentence51		xe2	O
sentence51		x80	O
sentence51		x9d	O
sentence52	sentence52	Lead	O
sentence52		Based	O
sentence52		Paint	O
sentence52		Disclosure	O
sentence53	sentence53	Tenant	O
sentence53		s	O
sentence53		acknowledge	O
sentence53		s	O
sentence53		ece	O
sentence53		pt	O
sentence53		of	O
sentence53		xe2	O
sentence53		x80	O
sentence53		x9cDisclosure	O
sentence53		of	O
sentence53		Information	O
sentence53		on	O
sentence53		Lead	O
sentence53		Based	O
sentence53		Paint	O
sentence53		or	O
sentence53		Lead	O
sentence54	sentence54	Based	O
sentence54		Paint	O
sentence54		Hazards	O
sentence54		xe2	O
sentence54		x80	O
sentence54		x9d	O
sentence54		from	O
sentence54		landlord	O
sentence54		agent	O
sentence54		YRequired	O
sentence54		for	O
sentence54		homes	O
sentence54		built	O
sentence54		before	O
sentence54		1978	O
sentence54		Available	O
sentence54		online	O
sentence54		at	O
sentence55	sentence55	http	O
sentence55		www	O
sentence55		epa	O
sentence55		gov	O
sentence55		lead	O
sentence55		pubs	O
sentence55		Jesr_eng	O
sentence55		pdf	O
sentence56	sentence56	Tenant	O
sentence56		s	O
sentence56		acknowledge	O
sentence56		receipt	O
sentence56		of	O
sentence56		the	O
sentence56		pamphlet	O
sentence56		Protect	O
sentence56		Your	O
sentence56		Family	O
sentence56		from	O
sentence56		Lead	O
sentence56		in	O
sentence56		Your	O
sentence56		Home	O
sentence57	sentence57	Required	O
sentence57		for	O
sentence57		homes	O
sentence57		built	O
sentence57		before	O
sentence57		1978	O
sentence57		Landlord	O
sentence57		may	O
sentence57		call	O
sentence57		1	O
sentence57		800	O
sentence57		424	O
sentence57		LEAD	O
sentence57		or	O
sentence57		go	O
sentence57		to	O
sentence57		http	O
sentence57		www	O
sentence57		epa	O
sentence57		gov	O
sentence57		lead	O
sentence57		mibs	O
sentence57		leadpdfe	O
sentence57		pdf	O
sentence57		to	O
sentence57		obtain	O
sentence57		a	O
sentence57		copy	O
sentence57		of	O
sentence57		the	O
sentence57		pamphlet	O
sentence58	sentence58	TENANCY	O
sentence58		AGREEMENT	O
sentence59	sentence59	This	O
sentence59		Tenancy	O
sentence59		Agreement	O
sentence59		is	O
sentence59		made	O
sentence59		and	O
sentence59		executed	O
sentence59		at	O
sentence59		Bangalore	O
sentence59		on	O
sentence59		this	O
sentence59		22	O
sentence59		1	O
